Source	URL	Bias	Score
St. Paul Pioneer Press	https://mediabiasfactcheck.com/st-paul-pioneer-press/	LC	2
TechCrunch	https://mediabiasfactcheck.com/techcrunch/	LC	3.75
The Herald (Everett)	https://mediabiasfactcheck.com/the-herald-everett/	LC	2.5
Stepfeed	https://mediabiasfactcheck.com/stepfeed/	LC	4.5
Committee to Investigate Russia	https://mediabiasfactcheck.com/committee-investigate-russia/	LC	2.5
CalWatchdog.com	https://mediabiasfactcheck.com/calwatchdog-com/	LC	2.5
IRIN News	https://mediabiasfactcheck.com/irin-news/	LC	3.25
Scroll.in	https://mediabiasfactcheck.com/scroll-in/	LC	3.25
Birmingham Mail	https://mediabiasfactcheck.com/birmingham-mail/	LC	4.75
New Europe	https://mediabiasfactcheck.com/new-europe/	LC	3.5
The Santa Fe New Mexican	https://mediabiasfactcheck.com/santa-fe-new-mexican/	LC	2.25
The Trace	https://mediabiasfactcheck.com/the-trace/	LC	3.25
Utah Public Radio (UTR)	https://mediabiasfactcheck.com/utah-public-radio-upr/	LC	2
The Budapest Beacon	https://mediabiasfactcheck.com/the-budapest-beacon/	LC	4.5
The European Council on Foreign Relations (ECFR)	https://mediabiasfactcheck.com/european-council-foreign-relations-ecfr/	LC	4
Citizens for Responsibility and Ethics in Washington (CREW)	https://mediabiasfactcheck.com/citizens-responsibility-ethics-washington-crew/	LC	8.75
MediaFile	https://mediabiasfactcheck.com/mediafile/	LC	3.25
The Olympian	https://mediabiasfactcheck.com/the-olympian/	LC	3.25
Timeline	https://mediabiasfactcheck.com/timeline/	LC	2
Saudi Gazette	https://mediabiasfactcheck.com/saudi-gazette/	LC	2.25
Vulture	https://mediabiasfactcheck.com/vulture/	LC	4.25
Wings Over Scotland	https://mediabiasfactcheck.com/wings-over-scotland/	LC	4.5
OCWeekly	https://mediabiasfactcheck.com/oc-weekly/	LC	3.75
Fort Worth Weekly	https://mediabiasfactcheck.com/fort-worth-weekly/	LC	4
Public Citizen	https://mediabiasfactcheck.com/public-citizen/	LC	4.25
Corporate Presidency	https://mediabiasfactcheck.com/corporate-presidency/	LC	4.25
DiversityInc	https://mediabiasfactcheck.com/diversityinc/	LC	3.75
Demos	https://mediabiasfactcheck.com/demos/	LC	3
The Council of Canadians	https://mediabiasfactcheck.com/the-council-of-canadians/	LC	3.75
OneIndia	https://mediabiasfactcheck.com/oneindia/	LC	3.5
National Center for Transgender Equality	https://mediabiasfactcheck.com/national-center-transgender-equality-ncte/	LC	4.5
American Public Media	https://mediabiasfactcheck.com/american-public-media/	LC	2.25
Population Connection	https://mediabiasfactcheck.com/population-connection/	LC	4.25
Texas Monthly	https://mediabiasfactcheck.com/texas-monthly/	LC	3.75
Institute on Taxation and Economic Policy (ITEP)	https://mediabiasfactcheck.com/institute-on-taxation-and-economic-policy-itep/	LC	3
Fight for the Future	https://mediabiasfactcheck.com/fight-for-the-future/	LC	4.25
Mongabay	https://mediabiasfactcheck.com/mongabay/	LC	3
NDTV	https://mediabiasfactcheck.com/ndtv/	LC	3
Dawn	https://mediabiasfactcheck.com/dawn/	LC	3.5
Caribbean Life News	https://mediabiasfactcheck.com/caribbean-life-news/	LC	3.75
Canadaland	https://mediabiasfactcheck.com/canadaland/	LC	4.25
Arizona Daily Sun	https://mediabiasfactcheck.com/arizona-daily-sun/	LC	2.25
Mountain Democrat	https://mediabiasfactcheck.com/mountain-democrat/	LC	2.75
African Arguments	https://mediabiasfactcheck.com/african-arguments/	LC	3.75
Inter press News Service (IPS)	https://mediabiasfactcheck.com/inter-press-service-ips/	LC	4.75
Pluralist	https://mediabiasfactcheck.com/pluralist/	LC	3.5
Columbia Reports	https://mediabiasfactcheck.com/columbia-reports/	LC	3.75
The Press Democrat	https://mediabiasfactcheck.com/the-press-democrat/	LC	2.75
The Odyssey Online	https://mediabiasfactcheck.com/the-odyssey-online/	LC	4.75
Mother Nature Network	https://mediabiasfactcheck.com/mother-nature-network/	LC	4.5
Newser	https://mediabiasfactcheck.com/newser/	LC	2.75
Berkeleyside	https://mediabiasfactcheck.com/berkeleyside/	LC	3.25
High Country News	https://mediabiasfactcheck.com/high-country-news/	LC	3.75
Global Citizen	https://mediabiasfactcheck.com/global-citizen/	LC	3
Al-Hayat	https://mediabiasfactcheck.com/al-hayat/	LC	3.75
Migration Policy Institute	https://mediabiasfactcheck.com/migration-policy-institute/	LC	3
Malaysiakini	https://mediabiasfactcheck.com/malaysiakini/	LC	4
MinnPost	https://mediabiasfactcheck.com/minnpost/	LC	3.25
Our World In Data	https://mediabiasfactcheck.com/our-world-in-data/	LC	2.25
HealthyWay	https://mediabiasfactcheck.com/healthyway/	LC	3.25
Health Magazine	https://mediabiasfactcheck.com/health-magazine/	LC	3.25
The Korea Times	https://mediabiasfactcheck.com/the-korea-times/	LC	4.25
Institute for Middle East Understanding	https://mediabiasfactcheck.com/institute-for-middle-east-understanding-imeu/	LC	3.25
Humanium	https://mediabiasfactcheck.com/humanium/	LC	4.25
Patriotic Millionaires	https://mediabiasfactcheck.com/patriotic-millionaires/	LC	3.25
News Deeply	https://mediabiasfactcheck.com/news-deeply/	LC	4.25
Sentencing Project	https://mediabiasfactcheck.com/sentencing-project/	LC	4
Inverse	https://mediabiasfactcheck.com/inverse/	LC	3.5
The Next Web (TNW)	https://mediabiasfactcheck.com/the-next-web/	LC	2.75
Independent Australia	https://mediabiasfactcheck.com/independent-australia/	LC	4.25
The Citizen	https://mediabiasfactcheck.com/the-citizen/	LC	3
SWI - Swissinfo.ch	https://mediabiasfactcheck.com/swi-swissinfo-ch/	LC	2.5
EarthJustice	https://mediabiasfactcheck.com/earthjustice/	LC	4.75
Bangor Daily News	https://mediabiasfactcheck.com/bangor-daily-news/	LC	2.75
WorldCrunch	https://mediabiasfactcheck.com/worldcrunch/	LC	3.75
Philadelphia Tribune	https://mediabiasfactcheck.com/philadelphia-tribune/	LC	3.25
Kyiv Post	https://mediabiasfactcheck.com/kyiv-post/	LC	4.5
San Francisco Examiner	https://mediabiasfactcheck.com/san-francisco-examiner/	LC	3.75
Anniston Star	https://mediabiasfactcheck.com/anniston-star/	LC	4.5
The Ringer	https://mediabiasfactcheck.com/the-ringer/	LC	3.75
Jihadica	https://mediabiasfactcheck.com/jihadica/	LC	2.75
Capital Gazette	https://mediabiasfactcheck.com/capital-gazette/	LC	4
The News-Times (Danbury)	https://mediabiasfactcheck.com/the-news-times-danbury/	LC	3.25
NewsGru	https://mediabiasfactcheck.com/newsgru/	LC	4
Brennan Center for Justice	https://mediabiasfactcheck.com/brennan-center-for-justice/	LC	4.25
Atavist Magazine	https://mediabiasfactcheck.com/atavist-magazine/	LC	2.25
Nature Conservancy	https://mediabiasfactcheck.com/nature-conservancy/	LC	2.5
Al-Sura	https://mediabiasfactcheck.com/al-sura/	LC	3
Kotaku	https://mediabiasfactcheck.com/kotaku/	LC	3.5
Citizen Truth	https://mediabiasfactcheck.com/citizen-truth/	LC	4.25
Techdirt	https://mediabiasfactcheck.com/techdirt/	LC	4
San Diego Reader	https://mediabiasfactcheck.com/san-diego-reader/	LC	4
Battle Creek Enquirer	https://mediabiasfactcheck.com/battle-creek-enquirer/	LC	2.25
Portland Tribune 	https://mediabiasfactcheck.com/portland-tribune/	LC	4.75
Google News	https://mediabiasfactcheck.com/google-news/	LC	4.5
Bing News	https://mediabiasfactcheck.com/bing-news/	LC	3.5
Naples Daily News	https://mediabiasfactcheck.com/naples-daily-news/	LC	2.5
The Hill Talk	https://mediabiasfactcheck.com/the-hill-talk/	LC	2.75
The Asahi Shimbun	https://mediabiasfactcheck.com/the-asahi-shimbun/	LC	3.5
Asian Correspondent	https://mediabiasfactcheck.com/asian-correspondent/	LC	2.5
York Dispatch	https://mediabiasfactcheck.com/york-dispatch/	LC	2.5
 972 Magazine	https://mediabiasfactcheck.com/972-magazine/	LC	4.75
Arkansas Times	https://mediabiasfactcheck.com/arkansas-times/	LC	4.75
CT Mirror	https://mediabiasfactcheck.com/ct-mirror/	LC	4.75
The Express-Times (Lehigh Valley)	 https://mediabiasfactcheck.com/the-express-times-lehigh-valley/	LC	2.5
The Palm Beach Post	https://mediabiasfactcheck.com/the-palm-beach-post/	LC	3.75
Cheddar	https://mediabiasfactcheck.com/cheddar/	LC	2.5
Jackson Free Press	https://mediabiasfactcheck.com/jackson-free-press/	LC	3.25
The Week UK	https://mediabiasfactcheck.com/the-week-uk/	LC	3
Denver Westword	https://mediabiasfactcheck.com/denver-westword/	LC	4.75
American Immigration Council	https://mediabiasfactcheck.com/american-immigration-council/	LC	4
Inside Edition	https://mediabiasfactcheck.com/inside-edition/	LC	2.75
Gun Violence Archive	https://mediabiasfactcheck.com/gun-violence-archive/	LC	2.5
Balkan Insight	https://mediabiasfactcheck.com/balkan-insight/	LC	4
Air and Space Mag	https://mediabiasfactcheck.com/air-space-magazine/	PS	x
American Academy of Pediatrics	https://mediabiasfactcheck.com/american-academy-of-pediatrics/	PS	x
American association for the advancement of science.	https://mediabiasfactcheck.com/american-association-for-the-advancement-of-science-aaas/	PS	x
American Journal of Archaelogy 	https://mediabiasfactcheck.com/american-journal-of-archaeology/	PS	x
American Scientist	https://mediabiasfactcheck.com/american-scientist/	PS	x
Archaelogy Magazine	https://mediabiasfactcheck.com/archaeology-magazine/	PS	x
Ars Technica	https://mediabiasfactcheck.com/ars-technica/	PS	x
Australian Skeptics Inc.	https://mediabiasfactcheck.com/australian-skeptics-inc/	PS	x
Autistic Self Advocacy Network (ASAN)	https://mediabiasfactcheck.com/autistic-self-advocacy-network/	PS	x
Climate Action Tracker	https://mediabiasfactcheck.com/climate-action-tracker/	PS	x
Climate Central	https://mediabiasfactcheck.com/climate-central/	PS	1.25
Climate Feedback	https://mediabiasfactcheck.com/climate-feedback/	PS	x
CNET	https://mediabiasfactcheck.com/cnet/	PS	x
Committee for Skeptical Inquiry	https://mediabiasfactcheck.com/committee-for-skeptical-inquiry/	PS	x
Contrail Science	https://mediabiasfactcheck.com/contrail-science/	PS	x
Discover Magazine	https://mediabiasfactcheck.com/discover-magazine/	PS	x
Doubtful News	https://mediabiasfactcheck.com/doubtful-news/	PS	x
Federation of American Scientists	https://mediabiasfactcheck.com/federation-of-american-scientists-fas/	PS	x
Frontiers in Psychology	https://mediabiasfactcheck.com/frontiers-in-psychology/	PS	x
Genetic Literacy Project	https://mediabiasfactcheck.com/genetic-literacy-project/	PS	x
Geology In	https://mediabiasfactcheck.com/geology-in/	PS	x
How Stuff Works	https://mediabiasfactcheck.com/howstuffworks/	PS	x
IFL Science 	https://mediabiasfactcheck.com/ifl-science/	PS	x
International Renewable Energy Agency	https://mediabiasfactcheck.com/international-renewable-energy-agency-irena/	PS	x
James Randi Educational Foundation	https://mediabiasfactcheck.com/james-randi-educational-foundation/	PS	x
Jstor	https://mediabiasfactcheck.com/jstore/	PS	x
Live Science	https://mediabiasfactcheck.com/live-science/	PS	x
Mayo Clinic	https://mediabiasfactcheck.com/mayo-clinic/	PS	x
MedicalXPress	https://mediabiasfactcheck.com/medicalxpress/	PS	x
MIT Technology Review	https://mediabiasfactcheck.com/mit-technology-review/	PS	x
NASA	https://mediabiasfactcheck.com/nasa/	PS	x
National Academy of Sciences (NAS)	https://mediabiasfactcheck.com/national-academy-of-sciences-nas/	PS	x
National Geographic	https://mediabiasfactcheck.com/national-geographic/	PS	x
National Institutes of Health (NIH)	https://mediabiasfactcheck.com/national-institutes-of-health-nih/	PS	x
Nature	https://mediabiasfactcheck.com/nature/	PS	x
Nautilus Magazine	https://mediabiasfactcheck.com/nautilus-magazine/	PS	x
Neuroscience News	https://mediabiasfactcheck.com/neuroscience-news/	PS	x
New Scientist	https://mediabiasfactcheck.com/new-scientist/	PS	x
Phys.org	https://mediabiasfactcheck.com/phys-org/	PS	x
Political Psychology Journal	https://mediabiasfactcheck.com/political-psychology-journal/	PS	x
Popular Mechanics	https://mediabiasfactcheck.com/popular-mechanics/	PS	x
Popular Science	https://mediabiasfactcheck.com/popular-science/	PS	x
Proceedings of the National Academy of Sciences (PNAS)	https://mediabiasfactcheck.com/proceedings-of-the-national-academy-of-sciences-of-the-united-states-of-america-pnas/	PS	x
Psychology Today	https://mediabiasfactcheck.com/psychology-today/	PS	x
Psypost	https://mediabiasfactcheck.com/psypost/	PS	x
Pubmed	https://mediabiasfactcheck.com/pubmed/	PS	x
Quckwatch	https://mediabiasfactcheck.com/quackwatch/	PS	x
Real Clear Science	https://mediabiasfactcheck.com/real-clear-science/	PS	x
Red Orbit	https://mediabiasfactcheck.com/redorbit/	PS	x
Retraction Watch	https://mediabiasfactcheck.com/retraction-watch/	PS	x
SciCentral	https://mediabiasfactcheck.com/scicentral/	PS	x
Science Based Medicine	https://mediabiasfactcheck.com/science-based-medicine/	PS	x
Science Blogs	https://mediabiasfactcheck.com/scienceblogs/	PS	x
Science Daily	https://mediabiasfactcheck.com/science-daily/	PS	x
Science Direct	https://mediabiasfactcheck.com/sciencedirect/	PS	x
Science Magazine	https://mediabiasfactcheck.com/science-magazine/	PS	x
Science News	https://mediabiasfactcheck.com/science-news/	PS	x
ScienceAlert	https://mediabiasfactcheck.com/sciencealert/	PS	x
Scientific American	https://mediabiasfactcheck.com/scientific-american/	PS	x
Seeker Daily	https://mediabiasfactcheck.com/seeker-daily/	PS	x
Skeptic Magazine	https://mediabiasfactcheck.com/skeptic-magazine/	PS	x
Skeptical Inquirer	https://mediabiasfactcheck.com/skeptical-inquirer/	PS	x
Skeptical Science	https://mediabiasfactcheck.com/skeptical-science/	PS	x
SkepticInk	https://mediabiasfactcheck.com/skeptic-ink/	PS	x
Skeptoid	https://mediabiasfactcheck.com/skeptoid/	PS	x
Sky and Telescope	https://mediabiasfactcheck.com/sky-and-telescope/	PS	x
Smithsonian Magazine	https://mediabiasfactcheck.com/smithsonian-magazine/	PS	x
Space.com	https://mediabiasfactcheck.com/space-com/	PS	x
TechXplore	https://mediabiasfactcheck.com/techxplore/	PS	x
The American Association for the Advancement of Science (AAAS)	https://mediabiasfactcheck.com/the-american-institute-of-physics/	PS	x
The Skeptics Dictionary	https://mediabiasfactcheck.com/the-skeptics-dictionary/	PS	x
The Wachers	https://mediabiasfactcheck.com/the-watchers/	PS	x
Unerstanding Reality Through Science	https://mediabiasfactcheck.com/understand-reality-through-science/	PS	x
Union of Concerned Scientists	https://mediabiasfactcheck.com/union-of-concerned-scientists/	PS	x
WebMD	https://mediabiasfactcheck.com/webmd/	PS	x
What's the Harm	https://mediabiasfactcheck.com/whats-the-harm/	PS	x
World Health Organization	https://mediabiasfactcheck.com/world-health-organization-who/	PS	x
Earth Magazine	https://mediabiasfactcheck.com/earth-magazine/	PS	x
World Meteorological Organization	https://mediabiasfactcheck.com/world-meteorological-organization/	PS	x
Society for Science	https://mediabiasfactcheck.com/society-for-science/	PS	x
The BMJ (British Medical Journal)	https://mediabiasfactcheck.com/the-bmj-british-medical-journal/	PS	x
Astronomy Magazine	https://mediabiasfactcheck.com/astronomy-magazine/	PS	x
Science Illustrated	https://mediabiasfactcheck.com/science-illustrated/	PS	x
The Scientist	https://mediabiasfactcheck.com/the-scientist/	PS	x
Sage Journals	https://mediabiasfactcheck.com/sage-journals/	PS	x
American Psychoanalytic Association	https://mediabiasfactcheck.com/american-psychoanalytic-association/	PS	x
Medical Daily	https://mediabiasfactcheck.com/medical-daily/	PS	x
ZME Science	https://mediabiasfactcheck.com/zme-science/	PS	x
TreeHugger	https://mediabiasfactcheck.com/treehugger/	PS	x
Futurism	https://mediabiasfactcheck.com/futurism/	PS	x
New England Skeptical Society	https://mediabiasfactcheck.com/new-england-skeptical-society/	PS	x
Quanta Magazine	https://mediabiasfactcheck.com/quanta-magazine/	PS	x
New Humanist	https://mediabiasfactcheck.com/new-humanist/	PS	x
New Atlas	https://mediabiasfactcheck.com/new-atlas/	PS	x
RealClimate	https://mediabiasfactcheck.com/realclimate/	PS	x
Medscape	https://mediabiasfactcheck.com/medscape/	PS	x
American Physical Society (APS)	https://mediabiasfactcheck.com/american-physical-society-aps/	PS	x
American Geophysical Union (AGU)	https://mediabiasfactcheck.com/american-geophysical-union-agu/	PS	x
Next Big Future	https://mediabiasfactcheck.com/next-big-future/	PS	x
VeryWell	https://mediabiasfactcheck.com/verywell/	PS	x
Public Library of Science	https://mediabiasfactcheck.com/public-library-science-plos/	PS	x
Realm of History	https://mediabiasfactcheck.com/realm-of-history/	PS	x
Mosaic	https://mediabiasfactcheck.com/mosaic/	PS	x
Centers for Disease Control (CDC)	https://mediabiasfactcheck.com/centers-disease-control-prevention-cdc/	PS	x
Earth & Sky	https://mediabiasfactcheck.com/earth-sky/	PS	x
US Department of Energy - Office of Science	https://mediabiasfactcheck.com/us-department-energy-office-science/	PS	x
Encyclopedia Britannica	https://mediabiasfactcheck.com/encyclopedia-britannica/	PS	x
Edge Foundation	https://mediabiasfactcheck.com/edge-foundation/	PS	x
Oceana	https://mediabiasfactcheck.com/oceana/	PS	x
ConsumerLab.com	https://mediabiasfactcheck.com/consumerlab-com/	PS	x
HealthLine	https://mediabiasfactcheck.com/healthline/	PS	x
National Centers for Environmental Information (NCEI)	https://mediabiasfactcheck.com/national-centers-environmental-information-ncei/	PS	x
Scripps Institution of Oceanography	https://mediabiasfactcheck.com/scripps-institution-oceanography/	PS	x
Johns Hopkins Medicine	https://mediabiasfactcheck.com/johns-hopkins-medicine/	PS	x
Examine.com	https://mediabiasfactcheck.com/examine-com/	PS	x
Cochrane	https://mediabiasfactcheck.com/cochrane/	PS	x
Mental Daily	https://mediabiasfactcheck.com/mental-daily/	PS	x
Frontiers	https://mediabiasfactcheck.com/frontiers/	PS	x
Medical News Today	https://mediabiasfactcheck.com/medical-news-today/	PS	x
Resource Watch	https://mediabiasfactcheck.com/resource-watch/	PS	x
Cosmos Magazine	https://mediabiasfactcheck.com/cosmos-magazine/	PS	x
SingularityHub	https://mediabiasfactcheck.com/singularityhub/	PS	x
Science Trends	https://mediabiasfactcheck.com/science-trends/	PS	x
ResearchGate	https://mediabiasfactcheck.com/researchgate/	PS	x
American Journal of Public Health (AJPH)	https://mediabiasfactcheck.com/american-journal-of-public-health-ajph/	PS	x
Pan American Health Organization	https://mediabiasfactcheck.com/pan-american-health-organization-paho/	PS	x
Health Affairs Journal	https://mediabiasfactcheck.com/health-affairs-journal/	PS	x
Science Media Centre	https://mediabiasfactcheck.com/science-media-centre/	PS	x
National Oceanic and Atmospheric Admin.	https://mediabiasfactcheck.com/national-oceanic-and-atmospheric-administration-noaa/	PS	x
Next Observer	https://mediabiasfactcheck.com/next-observer/	PS	x
Inside Science	https://mediabiasfactcheck.com/inside-science/	PS	x
Biotechnology Innovation Organization (BIO)	https://mediabiasfactcheck.com/biotechnology-innovation-organization-bio/	PS	x
Universe Today	https://mediabiasfactcheck.com/universe-today/	PS	x
Institute of Physics (IOP)	https://mediabiasfactcheck.com/institute-of-physics-iop/	PS	x
Climate Science & Policy Watch (CSPW)	https://mediabiasfactcheck.com/climate-science-and-policy-watch/	PS	x
Science History Institute	https://mediabiasfactcheck.com/science-history-institute/	PS	x
Skeptical Raptor	https://mediabiasfactcheck.com/skeptical-raptor/	PS	x
The Other 98%	https://mediabiasfactcheck.com/the-other-98/	QS	8
100% Fed up	https://mediabiasfactcheck.com/100-percent-fed-up/	QS	9.75
70 news	https://mediabiasfactcheck.com/70-news/	QS	9.75
A Voice for Men	https://mediabiasfactcheck.com/a-voice-for-men/	QS	6
Age of Shitlords	https://mediabiasfactcheck.com/age-of-shitlords/	QS	8.25
Allen West Republic	https://mediabiasfactcheck.com/allen-west-republic/	QS	9.5
American College of Pediatricians	https://mediabiasfactcheck.com/american-college-of-pediatricians/	QS	5.5
American Family Association	https://mediabiasfactcheck.com/american-family-association/	QS	8.25
American Freedom Fighters	https://mediabiasfactcheck.com/american-freedom-fighters/	QS	9.5
American Lookout	https://mediabiasfactcheck.com/american-lookout/	QS	9.5
American News	https://mediabiasfactcheck.com/american-news/	QS	9.5
American Renaissance Magazine	https://mediabiasfactcheck.com/american-renaissance-magazine/	QS	9.5
American Updater	https://mediabiasfactcheck.com/american-updater/	QS	9.75
Americans Against the Tea Party (AATTP)	https://mediabiasfactcheck.com/americans-against-the-tea-party-aattp/	QS	8.75
Bare Naked Islam	https://mediabiasfactcheck.com/bare-naked-islam/	QS	9.75
BB4SP	https://mediabiasfactcheck.com/bb4sp/	QS	9.25
Before It's News	https://mediabiasfactcheck.com/before-its-news/	QS	9.5
Big Blue Vision	https://mediabiasfactcheck.com/big-blue-vision/	QS	8.75
Bipartisan Report	https://mediabiasfactcheck.com/bipartisan-report/	QS	8.75
Black Genocide	https://mediabiasfactcheck.com/black-genocide/	QS	9.5
Cbsnews.com.co	https://mediabiasfactcheck.com/cbsnews-com-co/	QS	x
Center for Immigration Studies	https://mediabiasfactcheck.com/true-activist/	QS	7.5
CityWorldNews	https://mediabiasfactcheck.com/cityworldnews/	QS	x
Clarion Project	https://mediabiasfactcheck.com/clarion-project/	QS	8.75
Clash Daily	https://mediabiasfactcheck.com/clash-daily/	QS	9.25
Cnn.com.de	https://mediabiasfactcheck.com/cnn-com-de/	QS	x
Conservapedia	https://mediabiasfactcheck.com/conservapedia/	QS	8.25
Conservative  Spirit	https://mediabiasfactcheck.com/conservative-spirit/	QS	9.75
Conservative 101	https://mediabiasfactcheck.com/conservative-101/	QS	9.75
Conservative Daily Post	https://mediabiasfactcheck.com/conservative-daily-post/	QS	9.75
Conservative Fighters	https://mediabiasfactcheck.com/conservative-fighters/	QS	9.75
Conservative Info Corner	https://mediabiasfactcheck.com/conservative-info-corner/	QS	9.75
Conservative Post	https://mediabiasfactcheck.com/conservative-post/	QS	9.75
Conservative Tribune	https://mediabiasfactcheck.com/conservative-tribune/	QS	10
Constitution Rising	https://mediabiasfactcheck.com/constitution-rising/	QS	8.25
Council of Conservative Citizens	http://mediabiasfactcheck.com/council-of-concerned-citizens/	QS	9.75
Daily Buzz Live	https://mediabiasfactcheck.com/daily-buzz-live/	QS	x
Daily Headlines	https://mediabiasfactcheck.com/daily-headlines/	QS	9.5
Daily InfoBox	https://mediabiasfactcheck.com/daily-infobox/	QS	10
Daily Stormer	https://mediabiasfactcheck.com/daily-stormer/	QS	10
Danger and Play	https://mediabiasfactcheck.com/danger-and-play/	QS	8.5
David Horowitz Freedom Center	https://mediabiasfactcheck.com/david-horowitz-freedom-center/	QS	8.25
DC Gazette	https://mediabiasfactcheck.com/dc-gazette/	QS	9.5
Democratic Review	https://mediabiasfactcheck.com/democratic-review/	QS	8.75
Denver Guardian	https://mediabiasfactcheck.com/denver-guardian/	QS	x
Discover the Networks	https://mediabiasfactcheck.com/discover-the-networks/	QS	8.25
Donald Trump News	https://mediabiasfactcheck.com/donald-trump-news/	QS	10
Downtrend	https://mediabiasfactcheck.com/downtrend/	QS	9.25
Eagle Rising	https://mediabiasfactcheck.com/eagle-rising/	QS	9
Embols	https://mediabiasfactcheck.com/embols/	QS	5.25
Empire Herald	https://mediabiasfactcheck.com/empire-herald/	QS	9
En-volve	https://mediabiasfactcheck.com/en-volve/	QS	9.5
Ending the Fed	https://mediabiasfactcheck.com/ending-the-fed-news/	QS	9.5
Family Research Council	https://mediabiasfactcheck.com/family-research-council/	QS	9
Federalist Tribune	https://mediabiasfactcheck.com/federalist-tribune/	QS	8.25
Focus on the Family	https://mediabiasfactcheck.com/focus-on-the-family/	QS	8.5
Freakout Nation	https://mediabiasfactcheck.com/freakout-nation/	QS	9.25
Freedom Daily	https://mediabiasfactcheck.com/freedom-daily/	QS	9.5
Freedom Liberty News	https://mediabiasfactcheck.com/freedom-liberty-news/	QS	9.5
Freedom Outpost	https://mediabiasfactcheck.com/freedom-outpost/	QS	9.5
Freedom's Final Stand	https://mediabiasfactcheck.com/freedoms-final-stand/	QS	9.25
Fresh News USA	https://mediabiasfactcheck.com/fresh-news-usa/	QS	9
FrontPage Magazine	https://mediabiasfactcheck.com/frontpage-magazine/	QS	8.25
Fury News	https://mediabiasfactcheck.com/fury-news/	QS	10
Global Info Today	https://mediabiasfactcheck.com/global-info-today/	QS	9.75
Gone Left	https://mediabiasfactcheck.com/gone-left/	QS	9.5
GoodGopher	https://mediabiasfactcheck.com/goodgopher/	QS	6.25
Hang The Bankers	https://mediabiasfactcheck.com/hang-the-bankers/	QS	9
I have the Truth	https://mediabiasfactcheck.com/i-have-the-truth/	QS	9.5
I love my Freedom	https://mediabiasfactcheck.com/i-love-my-freedom/	QS	10
If You Only News	https://mediabiasfactcheck.com/if-you-only-news/	QS	x
Information Liberation	https://mediabiasfactcheck.com/information-liberation/	QS	8
Informed Owners	https://mediabiasfactcheck.com/informed-owners/	QS	9.5
Israel Video Network	https://mediabiasfactcheck.com/israel-video-network/	QS	8
Itag Live	https://mediabiasfactcheck.com/itag-live/	QS	x
Jew Watch	https://mediabiasfactcheck.com/jew-watch/	QS	9.5
Jihad Watch	https://mediabiasfactcheck.com/jihad-watch/	QS	8.75
Jookos News	https://mediabiasfactcheck.com/jookos-news/	QS	9
Lady Liberty News	https://mediabiasfactcheck.com/lady-liberty-news/	QS	9.5
Learn Progress	https://mediabiasfactcheck.com/learn-progress/	QS	9.5
Lew Rockwell	https://mediabiasfactcheck.com/lew-rockwell/	QS	8.5
Liberal Plug	https://mediabiasfactcheck.com/liberal-plug/	QS	9.5
Liberal Society	https://mediabiasfactcheck.com/liberal-society/	QS	9.5
Liberty Brief	https://mediabiasfactcheck.com/liberty-brief/	QS	8.75
Liberty Courier	https://mediabiasfactcheck.com/liberty-courier/	QS	9.75
Liberty is Viral	https://mediabiasfactcheck.com/liberty-is-viral/	QS	9.5
Liberty Writers News	https://mediabiasfactcheck.com/liberty-writers-news/	QS	10
LoonWatch	https://mediabiasfactcheck.com/loonwatch/	QS	8.5
Mad World News	https://mediabiasfactcheck.com/mad-world-news/	QS	9.5
Media Zone	https://mediabiasfactcheck.com/media-zone/	QS	8.75
Metapedia	https://mediabiasfactcheck.com/metapedia/	QS	9.25
Molon Labe Media	https://mediabiasfactcheck.com/molon-labe-media/	QS	9.75
Mr. Conservative (MRC)	https://mediabiasfactcheck.com/mr-conservative-mrc/	QS	9.5
My Zone Today	https://mediabiasfactcheck.com/myzonetoday/	QS	8.5
Nation One News	https://mediabiasfactcheck.com/nation-one-news/	QS	9
National Economics Editorial	https://mediabiasfactcheck.com/national-economics-editorial/	QS	8.75
National Policy Institute	https://mediabiasfactcheck.com/national-policy-institute/	QS	8.75
NBC.com.co	https://mediabiasfactcheck.com/nbc-com-co/	QS	x
Nevo News	https://mediabiasfactcheck.com/nevo-news/	QS	9.5
New Century Times	https://mediabiasfactcheck.com/new-century-times/	QS	9.5
New Politics Today	https://mediabiasfactcheck.com/new-politics-today/	QS	9.5
News with Views	https://mediabiasfactcheck.com/news-with-views/	QS	8.75
NewsBreaksHere	https://mediabiasfactcheck.com/newsbreakshere/	QS	9.5
Newsexaminer.net	https://mediabiasfactcheck.com/newsexaminer-net/	QS	9.5
Nos Comunicamos	https://mediabiasfactcheck.com/nos-comunicamos/	QS	9.5
Occupy Democrats	https://mediabiasfactcheck.com/occupy-democrats/	QS	9.5
Online Conservative Press	https://mediabiasfactcheck.com/online-conservative-press/	QS	9.5
Our Eye on Islam	https://mediabiasfactcheck.com/our-eye-on-islam/	QS	9
Overpasses for America	https://mediabiasfactcheck.com/overpasses-for-america/	QS	9
Patriot Fires	https://mediabiasfactcheck.com/patriot-fires/	QS	9.5
Patriot Hangout	https://mediabiasfactcheck.com/patriot-hangout/	QS	9.75
Patriot Update	https://mediabiasfactcheck.com/patriot-update/	QS	9.5
Patriotic Viral News	https://mediabiasfactcheck.com/patriotic-viral-news/	QS	8.5
Personal Liberty	https://mediabiasfactcheck.com/personal-liberty/	QS	9.5
